S125_007_00000008.png,7.0,
S134_004_00000001.png,NEUTRAL,
S115_004_00000002.png,NEUTRAL,
S011_001_00000015.png,7.0,
S127_001_00000015.png,7.0,
S086_001_00000019.png,7.0,
S124_006_00000001.png,NEUTRAL,
S042_004_00000002.png,NEUTRAL,
S106_006_00000009.png,5.0,
S097_004_00000003.png,NEUTRAL,
S010_006_00000014.png,5.0,
S116_007_00000016.png,5.0,
S011_005_00000018.png,3.0,
S046_004_00000015.png,3.0,
S127_001_00000001.png,NEUTRAL,
S064_004_00000002.png,NEUTRAL,
S056_004_00000002.png,NEUTRAL,
S151_002_00000027.png,2.0,
S077_006_00000014.png,3.0,
S122_001_00000003.png,NEUTRAL,
S125_007_00000007.png,7.0,
S066_003_00000010.png,5.0,
S156_002_00000021.png,2.0,
S070_003_00000003.png,NEUTRAL,
S138_005_00000014.png,5.0,
S068_003_00000013.png,7.0,
S095_010_00000012.png,6.0,
S060_005_00000003.png,NEUTRAL,
S060_002_00000024.png,5.0,
S136_003_00000001.png,NEUTRAL,
S064_003_00000024.png,5.0,
S074_002_00000001.png,NEUTRAL,
S069_003_00000010.png,3.0,
S099_004_00000003.png,NEUTRAL,
S046_004_00000017.png,3.0,
S895_002_00000006.png,2.0,
S046_002_00000005.png,7.0,
S085_002_00000012.png,5.0,
S074_005_00000041.png,5.0,
S091_003_00000003.png,NEUTRAL,
S011_006_00000013.png,5.0,
S130_007_00000003.png,NEUTRAL,
S124_007_00000001.png,NEUTRAL,
S093_001_00000019.png,6.0,
S128_011_00000015.png,5.0,
S126_004_00000002.png,NEUTRAL,
S134_004_00000014.png,5.0,
S051_002_00000001.png,NEUTRAL,
S503_006_00000018.png,6.0,
S106_006_00000011.png,5.0,
S056_004_00000019.png,5.0,
S059_001_00000003.png,NEUTRAL,
S050_004_00000021.png,1.0,
S151_002_00000001.png,NEUTRAL,
S044_003_00000012.png,5.0,
S046_002_00000006.png,7.0,
S125_008_00000010.png,3.0,
S034_005_00000002.png,NEUTRAL,
S096_004_00000001.png,NEUTRAL,
S035_001_00000013.png,7.0,
S067_004_00000001.png,NEUTRAL,
S116_006_00000002.png,NEUTRAL,
S068_005_00000001.png,NEUTRAL,
S100_002_00000002.png,NEUTRAL,
S129_006_00000009.png,1.0,
S506_004_00000001.png,NEUTRAL,
S061_001_00000011.png,7.0,
S116_006_00000003.png,NEUTRAL,
S099_001_00000003.png,NEUTRAL,
S010_006_00000003.png,NEUTRAL,
S044_003_00000001.png,NEUTRAL,
S096_001_00000005.png,7.0,
S042_006_00000003.png,NEUTRAL,
S022_006_00000016.png,3.0,
S503_001_00000069.png,1.0,
S085_004_00000002.png,NEUTRAL,
S157_002_00000003.png,NEUTRAL,
S129_002_00000003.png,NEUTRAL,
S148_002_00000013.png,2.0,
S093_004_00000003.png,NEUTRAL,
S087_001_00000010.png,7.0,
S073_001_00000001.png,NEUTRAL,
S095_006_00000012.png,3.0,
S042_002_00000002.png,NEUTRAL,
S032_001_00000020.png,7.0,
S076_005_00000012.png,3.0,
S005_001_00000010.png,3.0,
S138_007_00000002.png,NEUTRAL,
S084_001_00000008.png,7.0,
S138_001_00000010.png,4.0,
S158_002_00000009.png,2.0,
S078_007_00000011.png,3.0,
S102_009_00000001.png,NEUTRAL,
S503_006_00000002.png,NEUTRAL,
S096_001_00000007.png,7.0,
S098_004_00000001.png,NEUTRAL,
S055_003_00000003.png,NEUTRAL,
S135_012_00000019.png,5.0,
S097_006_00000017.png,5.0,
S072_006_00000021.png,5.0,
S116_006_00000001.png,NEUTRAL,
S085_003_00000013.png,7.0,
S130_001_00000002.png,NEUTRAL,
S125_001_00000014.png,6.0,
S034_005_00000009.png,5.0,
S051_002_00000017.png,7.0,
S092_003_00000002.png,NEUTRAL,
S053_004_00000023.png,5.0,
S090_002_00000003.png,NEUTRAL,
S078_001_00000033.png,7.0,
S044_006_00000002.png,NEUTRAL,
S010_006_00000013.png,5.0,
S084_002_00000002.png,NEUTRAL,
S050_001_00000016.png,4.0,
S079_001_00000002.png,NEUTRAL,
S064_003_00000025.png,5.0,
S062_004_00000024.png,5.0,
S130_001_00000016.png,7.0,
S133_009_00000005.png,7.0,
S504_006_00000017.png,6.0,
S117_001_00000014.png,7.0,
S137_005_00000025.png,6.0,
S071_004_00000026.png,1.0,
S075_008_00000012.png,1.0,
S037_001_00000020.png,7.0,
S124_006_00000002.png,NEUTRAL,
S106_004_00000003.png,NEUTRAL,
S054_002_00000013.png,4.0,
S032_001_00000001.png,NEUTRAL,
S044_006_00000003.png,NEUTRAL,
S046_001_00000002.png,NEUTRAL,
S999_001_00000003.png,NEUTRAL,
S066_004_00000003.png,NEUTRAL,
S111_006_00000002.png,NEUTRAL,
S054_004_00000022.png,3.0,
S032_005_00000002.png,NEUTRAL,
S069_004_00000016.png,5.0,
S068_004_00000001.png,NEUTRAL,
S014_001_00000027.png,7.0,
S108_008_00000011.png,5.0,
S127_004_00000003.png,NEUTRAL,
S071_001_00000012.png,7.0,
S086_001_00000018.png,7.0,
S132_002_00000002.png,NEUTRAL,
S134_008_00000011.png,3.0,
S082_005_00000016.png,1.0,
S134_004_00000003.png,NEUTRAL,
S501_001_00000003.png,NEUTRAL,
S076_005_00000001.png,NEUTRAL,
S010_002_00000012.png,7.0,
S094_001_00000008.png,7.0,
S058_005_00000003.png,NEUTRAL,
S147_002_00000002.png,NEUTRAL,
S028_001_00000003.png,NEUTRAL,
S160_006_00000003.png,NEUTRAL,
S109_006_00000013.png,5.0,
S054_004_00000023.png,3.0,
S098_004_00000014.png,5.0,
S070_005_00000014.png,3.0,
S075_005_00000001.png,NEUTRAL,
S087_007_00000003.png,NEUTRAL,
S067_006_00000002.png,NEUTRAL,
S032_006_00000002.png,NEUTRAL,
S090_006_00000009.png,3.0,
S115_008_00000001.png,NEUTRAL,
S010_006_00000015.png,5.0,
S065_004_00000003.png,NEUTRAL,
S059_002_00000002.png,NEUTRAL,
S046_003_00000001.png,NEUTRAL,
S501_004_00000001.png,NEUTRAL,
S117_003_00000012.png,4.0,
S119_003_00000003.png,NEUTRAL,
S133_003_00000047.png,1.0,
S063_001_00000013.png,7.0,
S080_001_00000002.png,NEUTRAL,
S071_002_00000001.png,NEUTRAL,
S035_006_00000017.png,5.0,
S133_010_00000013.png,5.0,
S139_002_00000001.png,NEUTRAL,
S134_008_00000013.png,3.0,
S114_006_00000021.png,5.0,
S045_005_00000001.png,NEUTRAL,
S130_012_00000009.png,3.0,
S055_006_00000002.png,NEUTRAL,
S095_010_00000014.png,6.0,
S056_003_00000001.png,NEUTRAL,
S114_006_00000023.png,5.0,
S063_002_00000002.png,NEUTRAL,
S132_005_00000014.png,3.0,
S095_006_00000003.png,NEUTRAL,
S084_002_00000001.png,NEUTRAL,
S096_003_00000012.png,3.0,
S026_002_00000001.png,NEUTRAL,
S503_006_00000019.png,6.0,
S064_004_00000001.png,NEUTRAL,
S060_005_00000001.png,NEUTRAL,
S501_001_00000065.png,1.0,
S100_002_00000015.png,7.0,
S057_001_00000017.png,7.0,
S056_004_00000003.png,NEUTRAL,
S053_001_00000002.png,NEUTRAL,
S083_003_00000019.png,5.0,
S119_008_00000003.png,NEUTRAL,
S506_001_00000038.png,1.0,
S115_004_00000003.png,NEUTRAL,
S130_009_00000003.png,NEUTRAL,
S094_001_00000009.png,7.0,
S055_005_00000002.png,NEUTRAL,
S155_002_00000001.png,NEUTRAL,
S504_006_00000016.png,6.0,
S054_003_00000005.png,7.0,
S106_006_00000010.png,5.0,
S057_003_00000001.png,NEUTRAL,
S158_002_00000011.png,2.0,
S109_005_00000014.png,3.0,
S132_008_00000002.png,NEUTRAL,
S115_008_00000002.png,NEUTRAL,
S061_004_00000022.png,3.0,
S155_002_00000011.png,2.0,
S149_002_00000013.png,2.0,
S067_004_00000021.png,1.0,
S094_004_00000002.png,NEUTRAL,
S087_005_00000001.png,NEUTRAL,
S136_005_00000003.png,NEUTRAL,
S066_002_00000021.png,7.0,
S065_005_00000008.png,3.0,
S076_005_00000003.png,NEUTRAL,
S026_006_00000001.png,NEUTRAL,
S085_003_00000001.png,NEUTRAL,
S056_003_00000010.png,7.0,
S071_001_00000002.png,NEUTRAL,
S066_002_00000001.png,NEUTRAL,
S011_006_00000001.png,NEUTRAL,
S133_010_00000012.png,5.0,
S014_002_00000016.png,6.0,
S065_003_00000022.png,7.0,
S096_003_00000010.png,3.0,
S067_005_00000022.png,5.0,
S072_005_00000003.png,NEUTRAL,
S101_002_00000017.png,7.0,
S073_006_00000013.png,3.0,
S034_001_00000002.png,NEUTRAL,
S501_004_00000002.png,NEUTRAL,
S050_001_00000003.png,NEUTRAL,
S067_006_00000009.png,3.0,
S058_005_00000002.png,NEUTRAL,
S014_002_00000002.png,NEUTRAL,
S138_005_00000003.png,NEUTRAL,
S112_005_00000015.png,1.0,
S119_001_00000010.png,7.0,
S132_002_00000016.png,6.0,
S129_012_00000002.png,NEUTRAL,
S045_004_00000015.png,3.0,
S132_003_00000001.png,NEUTRAL,
S160_006_00000001.png,NEUTRAL,
S046_002_00000002.png,NEUTRAL,
S125_008_00000001.png,NEUTRAL,
S105_008_00000009.png,3.0,
S087_004_00000011.png,3.0,
S082_001_00000014.png,7.0,
S133_009_00000006.png,7.0,
S119_001_00000001.png,NEUTRAL,
S090_006_00000003.png,NEUTRAL,
S058_001_00000001.png,NEUTRAL,
S504_002_00000008.png,2.0,
S055_005_00000044.png,5.0,
S083_003_00000003.png,NEUTRAL,
S157_002_00000002.png,NEUTRAL,
S051_003_00000003.png,NEUTRAL,
S068_005_00000019.png,3.0,
S071_004_00000028.png,1.0,
S093_001_00000001.png,NEUTRAL,
S136_001_00000001.png,NEUTRAL,
S130_012_00000002.png,NEUTRAL,
S071_006_00000003.png,NEUTRAL,
S081_001_00000001.png,NEUTRAL,
S014_003_00000030.png,1.0,
S133_010_00000001.png,NEUTRAL,
S098_003_00000011.png,3.0,
S057_001_00000003.png,NEUTRAL,
S102_003_00000015.png,4.0,
S117_006_00000008.png,1.0,
